2024-12-30 08:28:49,360 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2024-12-30 08:28:49,360 - lightrag - INFO - Load KV llm_response_cache with 0 data
2024-12-30 08:28:49,361 - lightrag - INFO - Load KV full_docs with 0 data
2024-12-30 08:28:49,361 - lightrag - INFO - Load KV text_chunks with 0 data
2024-12-30 08:28:50,459 - lightrag - INFO - [New Docs] inserting 38 docs
2024-12-30 08:28:51,035 - lightrag - INFO - [New Chunks] inserting 66 chunks
2024-12-30 08:28:51,036 - lightrag - INFO - Inserting 66 vectors to chunks
2024-12-30 08:28:56,951 - lightrag - INFO - [Entity Extraction]...
2024-12-30 08:41:28,696 - lightrag - INFO - Inserting 3203 vectors to entities
2024-12-30 08:42:17,440 - lightrag - INFO - Inserting 4189 vectors to relationships
2024-12-30 08:43:13,251 - lightrag - INFO - [Entity Extraction Finish]...
2024-12-30 08:43:13,251 - lightrag - INFO - [Upsert Finish]...
2024-12-30 08:43:13,672 - lightrag - INFO - Writing graph with 3753 nodes, 4189 edges
2024-12-30 08:43:41,846 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2024-12-30 08:43:41,858 - lightrag - INFO - Load KV llm_response_cache with 198 data
2024-12-30 08:43:41,861 - lightrag - INFO - Load KV full_docs with 38 data
2024-12-30 08:43:41,863 - lightrag - INFO - Load KV text_chunks with 66 data
2024-12-30 08:43:42,200 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:21:35,196 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:21:35,197 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:21:35,347 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:21:35,562 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:21:35,570 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:21:35,571 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:21:35,572 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:21:35,648 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:21:35,756 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:21:35,762 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:21:35,764 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:21:35,766 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:21:35,924 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:21:36,033 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:21:36,040 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:21:36,041 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:21:36,043 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:21:36,208 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:21:36,313 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:21:38,395 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:21:38,985 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:21:38,998 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:21:39,010 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:21:39,011 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:21:39,012 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:21:39,166 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:21:41,299 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:21:41,889 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:24:56,679 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:24:56,691 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:24:56,693 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:24:56,695 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:24:56,774 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:24:56,879 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:24:56,887 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:24:56,888 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:24:56,889 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:24:57,051 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:24:57,162 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:24:57,170 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:24:57,171 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:24:57,172 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:24:57,435 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:24:57,625 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:24:59,521 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:25:00,127 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:25:00,160 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:25:00,178 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:25:00,181 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:25:00,182 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:25:00,469 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:25:02,442 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:25:03,065 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:25:48,764 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:25:48,776 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:25:48,779 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:25:48,780 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:25:48,853 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:25:48,962 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:25:48,970 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:25:48,971 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:25:48,972 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:25:49,222 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:26:08,273 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:26:08,280 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:26:08,281 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:26:08,283 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:26:08,358 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:26:08,474 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:26:08,482 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:26:08,483 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:26:08,485 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:26:08,648 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:27:36,260 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:27:36,267 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:27:36,269 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:27:36,271 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:27:36,344 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:27:36,456 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:27:36,464 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:27:36,465 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:27:36,467 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:27:36,657 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:27:42,201 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:27:42,210 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:27:42,211 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:27:42,214 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:27:42,301 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:27:42,417 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:27:44,579 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:27:45,171 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:27:45,184 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:27:45,197 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:27:45,199 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:27:45,200 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:27:45,281 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:27:47,533 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:27:48,115 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:28:11,038 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:28:11,051 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:28:11,052 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:28:11,054 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:28:11,134 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:28:11,243 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:28:11,252 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:28:11,253 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:28:11,255 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:28:11,421 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:28:23,512 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:28:23,519 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:28:23,521 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:28:23,522 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:28:23,598 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:28:23,705 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:28:23,711 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:28:23,713 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:28:23,715 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:28:23,957 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:28:24,174 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:28:24,186 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:28:24,188 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:28:24,190 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:28:24,458 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:28:24,570 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:28:26,375 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:28:27,094 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:28:27,116 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:28:27,136 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:28:27,140 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:28:27,142 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:28:27,363 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:28:29,274 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:28:30,040 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:31:18,194 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:18,211 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:18,213 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:18,216 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:18,355 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:18,530 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:18,543 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:18,549 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:18,551 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:18,849 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:18,958 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:18,965 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:18,967 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:18,968 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:19,135 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:19,237 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:31:21,069 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:31:21,850 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:31:21,862 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:21,875 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:21,877 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:21,878 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:22,033 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:23,963 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:31:24,750 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:31:24,958 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:24,966 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:24,968 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:24,969 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:25,117 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:25,245 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:25,253 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:25,254 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:25,256 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:25,409 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:25,593 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:25,605 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:25,607 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:25,609 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:25,679 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:25,783 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:31:27,977 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:31:28,561 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:31:28,573 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:28,585 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:28,586 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:28,587 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:28,662 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:30,865 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:31:31,446 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:31:35,120 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:35,131 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:35,134 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:35,135 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:35,213 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:35,321 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:35,329 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:35,330 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:35,332 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:35,503 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:35,610 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:35,618 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:35,619 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:35,621 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:35,785 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:35,889 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:31:37,931 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:31:38,519 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:31:38,531 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:31:38,544 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:31:38,546 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:31:38,548 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:31:38,707 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:31:40,792 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:31:41,381 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:33:02,782 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:33:02,795 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:33:02,797 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:33:02,799 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:33:02,872 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:33:02,977 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:33:02,985 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:33:02,986 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:33:02,988 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:33:03,147 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:33:48,100 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:33:48,108 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:33:48,109 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:33:48,110 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:33:48,201 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:33:48,376 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:33:48,389 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:33:48,391 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:33:48,393 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:33:48,683 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:35:16,675 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:35:16,688 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:35:16,690 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:35:16,693 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:35:16,838 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:35:16,956 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:35:16,964 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:35:16,966 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:35:16,968 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:35:17,144 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:35:17,253 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:35:17,261 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:35:17,262 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:35:17,263 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:35:17,416 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:35:17,518 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:35:19,409 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:35:20,133 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:35:20,146 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:35:20,158 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:35:20,160 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:35:20,162 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:35:20,327 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:35:22,312 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:35:23,025 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-19 14:38:51,031 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:38:51,045 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:38:51,046 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:38:51,048 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:38:51,125 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:38:51,229 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:38:51,235 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:38:51,238 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:38:51,238 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:38:51,407 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:39:00,594 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:39:00,606 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:39:00,609 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:39:00,611 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:39:00,750 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:39:00,927 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:39:00,940 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:39:00,943 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:39:00,949 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:39:01,225 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:39:08,039 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-19 14:39:08,048 - lightrag - INFO - Load KV llm_response_cache with 1187 data
2025-02-19 14:39:08,049 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-19 14:39:08,051 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-19 14:39:08,132 - lightrag - INFO - Loaded graph from ./dickens1\graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-19 14:39:08,237 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-19 14:39:10,455 - lightrag - INFO - Local query uses 120 entites, 243 relations, 0 text units
2025-02-19 14:39:11,037 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
